,Posisi,Nama Perusahaan,Lokasi Magang,Kuota,Tunjangan,Program Studi,Hari Libur,URL
18617,SEO Specialist,PT Cerebrum Edukanesia Nusantara,Kab. Bandung,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Dan Teknologi Informasi, Pemasaran Digital, Bisnis Digital","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/seo-specialist-a23f359c-226a-4bdf-a843-d11cb151f6b7
18621,STORE CREW,PT Matahari Dept Store Mal Ratu Indah,Kota Makassar,10 kuota,,"Hospitaliti dan Pariwisata, Ilmu Komputer, Manajemen Retail, Ekonomi, Pemasaran Digital",Selasa,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/store-crew-a23510f2-d043-44cf-a397-93b499448e22
18623,STAFF ADMINISTRASI,PT Matahari Dept Store Mal Ratu Indah,Kota Makassar,1 kuota,,"Ilmu Komputer, Manajemen Retail, Manajemen, Administrasi, Akuntansi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staff-administrasi-a2350f63-3dc8-4cea-9369-771a95890f49
18777,IT Support,Jgc Indonesia,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Teknologi Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-a240ff96-c471-40b0-934f-f7fb1e1cc146
18803,AI Engineer,Jelajah Data Semesta,Kota Adm. Jakarta Pusat,5 kuota,,"Teknik Informatika, Sains Data, Ilmu Komputer, Teknik Robotika dan Kecerdasan Buatan, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/ai-engineer-a2398783-951c-48ab-8dda-510afc798a76
18817,Product - Product Management Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,3 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product---product-management-intern-a23ef721-2448-4be7-a9ba-ee569da6151b
18820,Product AI - Product AI Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-ai---product-ai-intern-a23efae1-eed6-40c3-9746-3555cccbe093
18823,Product AI - AI Data Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-ai---ai-data-intern-a23efa1e-110c-4c5f-b444-b16cc6384117
18825,Product Design Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,2 kuota,,"Ilmu Komputer, Pendidikan Sistem dan Teknologi Informasi, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-design-intern-a23ef4b2-156f-47a0-acce-3e3ddd80d59a
18827,Product AI - AI Prompter Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,2 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-ai---ai-prompter-intern-a23ef95a-5de2-4b3d-8a72-b1a143023717
18833,Product AI - Product AI Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-ai---product-ai-intern-a23efae1-eed6-40c3-9746-3555cccbe093
18834,Product - Product Team Assistant,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product---product-team-assistant-a23ef7f6-d20d-43db-a476-bd34af98ab9f
18840,Engineering Intern,PT Vidio Dot Com,Kota Adm. Jakarta Pusat,4 kuota,,"Ilmu Komputer, Sistem Dan Teknologi Informasi, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/engineering-intern-a234ffb2-67d8-4555-aff5-af36dc93bf1b
18936,Assistant Supervisor Store,Jb Retail,Kab. Lombok Barat,12 kuota,,"Informatika, Ilmu Komputer, Administrasi, Ekonomi, Ilmu Komunikasi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/assistant-supervisor-store-a2393e7e-831e-49a1-8904-00fc5765ce5d
18941,Admin,Jb Retail,Kab. Lombok Barat,6 kuota,,"Ilmu Komputer, Administrasi, Ekonomi, Ilmu Informatika, Akuntansi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/admin-a23b505a-0e6e-442a-b471-29aa890680e8
18954,Admin,Jb Retail,Kab. Lombok Barat,6 kuota,,"Ilmu Komputer, Administrasi, Ekonomi, Ilmu Informatika, Akuntansi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/admin-a23b505a-0e6e-442a-b471-29aa890680e8
18965,Application Development Engineer (Developer),Asa Kreasi Interasia,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, PJJ Informatika, PJJ Teknik Informatika","Minggu, Sabtu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/application-development-engineer-developer-a23dfd8c-d50c-4e58-bee2-ec4340c2acaa
18968,Network Engineer,Asa Kreasi Interasia,Kota Tangerang Selatan,2 kuota,,"Ilmu Komputer, PJJ Teknik Telekomunikasi, Teknik Elektro, Ilmu Informatika, PJJ Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/network-engineer-a23dfad7-5267-4ab4-9a0e-d4b31bcaf22e
18971,Admin,PT. Cahaya Betang Abadi,Kab. Hulu Sungai Utara,2 kuota,,"Ilmu Komputer, Administrasi BIsnis, Pendidikan Ilmu Komputer, Statistik",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/admin-a2271115-6d23-4613-af76-d01d755e658a
18973,VMA,PT Matahari Department Store Lippo Plaza Kupang,Kota Kupang,1 kuota,,"Ilmu Komputer, Desain Komunikasi Visual, Manajemen Bisnis, Desain Interior, Desain Grafis",Selasa,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/vma-a243e3e5-f91d-4d66-85f2-dabea2c61e3d
19005,EDP Officer,"PT. Matahari Departement Store., Tbk (Mall Ciputra Cibubur)",Kota Bekasi,1 kuota,,"Informatika, Ilmu Komputer, Sistem Dan Teknologi Informasi, Ilmu Informatika, Teknik Komputer Dan Jaringan",Sabtu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/edp-officer-a238f662-4b44-4985-a86b-9bf68e4d048d
19007,People Management,PT United Tractors Tbk,Kota Adm. Jakarta Timur,6 kuota,,"Ilmu Komputer, Manajemen Sumber Daya Manusia, Manajemen, Teknik Industri, Psikologi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/people-management-a243b7e9-4beb-4bc8-bd86-3187f2e67f33
19008,Technology & Digitalization,PT United Tractors Tbk,Kota Adm. Jakarta Timur,6 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Elektro","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/technology-&-digitalization-a243b936-9964-41e9-8648-0bbf7ac76f9b
19010,People Management,PT United Tractors Tbk,Kota Adm. Jakarta Timur,6 kuota,,"Ilmu Komputer, Manajemen Sumber Daya Manusia, Manajemen, Teknik Industri, Psikologi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/people-management-a243b7e9-4beb-4bc8-bd86-3187f2e67f33
19064,Geospatial Planning and Development,PT. Bumitama Gunajaya Agro,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Geografi, Kehutanan, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/geospatial-planning-and-development-a2334809-2dfd-42d9-9d64-cc29db509868
19101,Business Analyst Staff,PT. United Steel Center Indonesia,Kab. Karawang,2 kuota,,"Sistem Informasi Bisnis, Ilmu Komputer, Manajemen Bisnis, Statistika Bisnis, Bisnis Digital","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/business-analyst-staff-a23e3ae1-1ada-4bd9-82c0-54ea04288764
19125,STAFF IT,PT. Aae Outdoor Indonesia,Kab. Brebes,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem informasi, Manajemen Informatika, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staff-it-a2433cde-88f0-4c92-a024-4d18b14c4b12
19176,Website Development & Content Creation,Produksi Film Negara (Persero),Kota Adm. Jakarta Timur,1 kuota,,"Ilmu Komputer, Sistem Informasi, Teknik informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/website-development-&-content-creation-a243de93-0308-4698-82d1-b67ef52cdbb7
19204,Information Technology Intern,Jakarta Propertindo Perseroda,Kota Adm. Jakarta Pusat,1 kuota,,"Ilmu Komputer, Ilmu Informatika, Teknik Komputer Dan Jaringan, Teknik Komputer, Teknologi Informatika Multimedia Digital","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/information-technology-intern-a243a40a-4af8-42c8-bc53-0bb85c880760
19226,Product Management Intern,"PT. Blue Bird, Tbk",Kota Adm. Jakarta Selatan,2 kuota,,"Teknik Informatika, Ilmu Komputer, Manajemen, Teknik Industri, Bisnis","Minggu, Sabtu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/product-management-intern-a241be1b-d7cf-40d2-abb6-381c8175991f
19241,New Technology Engineer,PT Bintan Inti Industrial Estate,Kab. Bintan,1 kuota,,"Teknik Informatika, Rekayasa Perangkat Lunak Aplikasi, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/new-technology-engineer-a2370c43-85fd-4aeb-af73-529d553cfa6e
19242,New Technology Engineer,PT Bintan Inti Industrial Estate,Kab. Bintan,1 kuota,,"Teknik Informatika, Rekayasa Perangkat Lunak Aplikasi, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/new-technology-engineer-a2370c43-85fd-4aeb-af73-529d553cfa6e
19254,IT Sistem Developer Intern,PT. Uni-Charm Indonesia Tbk,Kab. Mojokerto,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-sistem-developer-intern-a2416588-f987-4f1d-9194-8c9c64be5902
19275,Backend Developer Officer,Polychem Indonesia,Kota Tangerang,1 kuota,,"Teknik Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/backend-developer-officer-a2272065-4951-46f7-a0da-dc7bc44a35fc
19307,System Analyst,Sintesa Persada Teknologi,Kota Bekasi,1 kuota,,"Teknik Informatika, Teknologi Rekayasa Perangkat Lunak, Ilmu Komputer, Sistem Informasi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/system-analyst-a23dd68a-2e85-4943-a6c3-63e0330af228
19364,IT Developer,Pfi Mega Life Insurance,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Teknologi Rekayasa Perangkat Lunak, Ilmu Komputer, Sistem Informasi, Teknik Komputer Dan Jaringan","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-developer-a23f0415-560b-4da5-9bb5-9ddfaffcd079
19378,Customer Experience,Pfi Mega Life Insurance,Kota Adm. Jakarta Selatan,1 kuota,,"Ilmu Komputer, Komunikasi, Manajemen, Sistem Informasi, Ilmu Hukum","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/customer-experience-a23ef1a3-5071-4cae-b271-ab6c9a1236dc
19381,HR Generalist,Pfi Mega Life Insurance,Kota Adm. Jakarta Selatan,1 kuota,,"Ilmu Komputer, Manajemen, Teknik Industri, Psikologi, Statistik","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/hr-generalist-a23ef4ec-7624-4cf6-9ffc-d987488e6f9e
19388,IT Developer,Sinergi Wahana Gemilang,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-developer-a23f42cb-89db-44f0-8fcb-99b860ec02fd
19420,IT Support,Perusahaan Perseroan (Persero) PT Asabri,Kota Adm. Jakarta Timur,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-a243907b-d85e-4336-b2ab-2ea030d621e0
19428,IT Support,Perusahaan Perseroan (Persero) PT Asabri,Kota Adm. Jakarta Timur,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-a243907b-d85e-4336-b2ab-2ea030d621e0
19453,"Property, Engineering & Miscellaneous Claim Internship",Perusahaan Perseroan (Persero) PT Asuransi Jasa Indonesia,Kota Adm. Jakarta Pusat,1 kuota,,"Teknik Informatika, Ilmu Komputer, Ilmu Pertanian, Mekanisasi Pertanian","Sabtu, Minggu","https://maganghub.kemnaker.go.id/magang-nasional/lowongan/property,-engineering-&-miscellaneous-claim-internship-a2439aa4-fe33-42df-8a76-1f3ca49d083b"
19463,"Property, Engineering & Miscellaneous Claim Internship",Perusahaan Perseroan (Persero) PT Asuransi Jasa Indonesia,Kota Adm. Jakarta Pusat,1 kuota,,"Teknik Informatika, Ilmu Komputer, Ilmu Pertanian, Mekanisasi Pertanian","Sabtu, Minggu","https://maganghub.kemnaker.go.id/magang-nasional/lowongan/property,-engineering-&-miscellaneous-claim-internship-a2439aa4-fe33-42df-8a76-1f3ca49d083b"
19473,MARKETING KOMUNIKASI,Anjungan Buana Wisata,Kota Jambi,2 kuota,,"Ilmu Komputer, Pendidikan Ilmu Komputer, Manajemen Operasi Bisnis Digital, Manajemen Informatika, Manajemen Pemasaran",Jumat,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/marketing-komunikasi-a2357291-4c28-4f4f-bff1-7c924d45d4fa
19553,IT Intern,Indovickers Furnitama,Kab. Bogor,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Teknik informatika, Pendidikan Teknologi Informasi dan Komunikasi, Pendidikan Teknologi Informatika dan Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-intern-a23d9432-cb8a-4c92-b950-0368a02a38ec
19600,Quality Assurance CRM Intern,Indo Trans Teknologi,Kota Adm. Jakarta Selatan,1 kuota,,"Informatika, Ilmu Komputer, sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/quality-assurance-crm-intern-a236fc78-81d8-487c-9d43-331d7d7e1476
19687,Employee Support Intern - Operations,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,3 kuota,,"Sains Data, Ilmu Komputer, Sistem Informasi, Statistika, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/employee-support-intern---operations-a2415b0a-d0b1-4cab-a9de-19fe59a27ca4
19691,Remittance Data Management Intern - Cash & Trade Operations,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,6 kuota,,"Teknik Informatika, Sains Data, Ilmu Komputer, Manajemen, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/remittance-data-management-intern---cash-&-trade-operations-a2415a24-6119-4124-9c4f-3e81e2a9249f
19692,Remittance Data Management Intern - Cash & Trade Operations,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,6 kuota,,"Teknik Informatika, Sains Data, Ilmu Komputer, Manajemen, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/remittance-data-management-intern---cash-&-trade-operations-a2415a24-6119-4124-9c4f-3e81e2a9249f
19697,IT Application Delivery Intern - Information Technology,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Barat,5 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-application-delivery-intern---information-technology-a24155de-ae33-478d-aa3a-89d31f32b8f7
19705,Digital Wholesale Banking Intern - Information Technology,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Barat,2 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/digital-wholesale-banking-intern---information-technology-a24156e2-7b9a-4951-b71a-f4c093df92c6
19732,IT deveper staff,PT Trans Retail Indonesia,Kota Adm. Jakarta Pusat,5 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Dan Teknologi Informasi, Ilmu Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-deveper-staff-a22b2a82-7d30-488b-87dd-63c7e24f40a8
19762,Engineer,PT Transportasi Jakarta,Kota Adm. Jakarta Timur,8 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/engineer-a2436b7a-16d3-4155-99ab-aaed01240f28
19764,Engineer,PT Transportasi Jakarta,Kota Adm. Jakarta Timur,8 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/engineer-a2436b7a-16d3-4155-99ab-aaed01240f28
19773,Quality Assurance IT,PT Transportasi Jakarta,Kota Adm. Jakarta Timur,8 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/quality-assurance-it-a241fecd-f4b2-4327-8811-a9ef1e39bbfc
19776,Manajemen Proyek Teknologi Informasi,PT Transportasi Jakarta,Kota Adm. Jakarta Timur,2 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/manajemen-proyek-teknologi-informasi-a241fc12-311d-4ea9-bfb0-6986063c7d6e
19835,Staf Peneliti Internasional,Perusahaan Perseroan (Persero) PT Biro Klasifikasi Indonesia,Kota Adm. Jakarta Utara,3 kuota,,"Ilmu Komputer, Keamanan Sistem Informasi, Teknik Perkapalan, Statistika dan Sains Data, Teknik Kelautan","Minggu, Sabtu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-peneliti-internasional-a2333edd-c01c-4b1b-a693-a451a32a4322
19841,Staf IT,Perusahaan Perseroan (Persero) PT Biro Klasifikasi Indonesia,Kota Adm. Jakarta Utara,3 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-it-a2332e6b-d211-4fdb-a8f7-25da5864f2e9
19882,Tactical Datalink - Software Quality Assurance Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/tactical-datalink---software-quality-assurance-supporting-a2410970-a7ad-41fa-81a2-dc100c496b39
19886,Combat Management System - System Analyst Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Ilmu Komputer, Teknik Fisika, Teknik informatika, Teknik Elektro, Teknik Telekomunikasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/combat-management-system---system-analyst-supporting-a240f76e-04ec-414e-8357-d9ff4379d417
19891,Combat Management System - Technical Writer Software Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Teknik Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem informasi, Pendidikan Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/combat-management-system---technical-writer-software-supporting-a240fa81-ebad-47c2-a7d8-00f8d166bef5
19892,Tactical Datalink - Software Quality Assurance Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/tactical-datalink---software-quality-assurance-supporting-a2410970-a7ad-41fa-81a2-dc100c496b39
19893,Command & Control - Technical Writer Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,2 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/command-&-control---technical-writer-supporting-a240ef22-9032-41a2-8ac9-9de180968bc0
19895,Full Stack Engineer Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Teknik Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi, Manajemen Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/full-stack-engineer-supporting-a23fe0f5-9d66-48f8-b30e-d2db9402c5b8
19906,Data Sains Supporting,Perusahaan Perseroan (Persero) PT. Len Industri,Kota Bandung,1 kuota,,"Ilmu Komputer, Statistik, Sistem Informasi, Administrasi Bisnis, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-sains-supporting-a24002f5-fe86-4d33-8a28-2df63ff74b16
